filename,label
Mnist/data_gen/0.jpg,5
Mnist/data_gen/1.jpg,0
Mnist/data_gen/2.jpg,4
Mnist/data_gen/3.jpg,1
Mnist/data_gen/4.jpg,9
Mnist/data_gen/5.jpg,2
Mnist/data_gen/6.jpg,1
Mnist/data_gen/7.jpg,3
Mnist/data_gen/8.jpg,1
Mnist/data_gen/9.jpg,4
Mnist/data_gen/10.jpg,3
Mnist/data_gen/11.jpg,5
Mnist/data_gen/12.jpg,3
Mnist/data_gen/13.jpg,6
Mnist/data_gen/14.jpg,1
Mnist/data_gen/15.jpg,7
Mnist/data_gen/16.jpg,2
Mnist/data_gen/17.jpg,8
Mnist/data_gen/18.jpg,6
Mnist/data_gen/19.jpg,9
Mnist/data_gen/20.jpg,4
Mnist/data_gen/21.jpg,0
Mnist/data_gen/22.jpg,9
Mnist/data_gen/23.jpg,1
Mnist/data_gen/24.jpg,1
Mnist/data_gen/25.jpg,2
Mnist/data_gen/26.jpg,4
Mnist/data_gen/27.jpg,3
Mnist/data_gen/28.jpg,2
Mnist/data_gen/29.jpg,7
Mnist/data_gen/30.jpg,3
Mnist/data_gen/31.jpg,8
Mnist/data_gen/32.jpg,6
Mnist/data_gen/33.jpg,9
Mnist/data_gen/34.jpg,0
Mnist/data_gen/35.jpg,5
Mnist/data_gen/36.jpg,6
Mnist/data_gen/37.jpg,0
Mnist/data_gen/38.jpg,7
Mnist/data_gen/39.jpg,6
Mnist/data_gen/40.jpg,1
Mnist/data_gen/41.jpg,8
Mnist/data_gen/42.jpg,7
Mnist/data_gen/43.jpg,9
Mnist/data_gen/44.jpg,3
Mnist/data_gen/45.jpg,9
Mnist/data_gen/46.jpg,8
Mnist/data_gen/47.jpg,5
Mnist/data_gen/48.jpg,9
Mnist/data_gen/49.jpg,3
Mnist/data_gen/50.jpg,3
Mnist/data_gen/51.jpg,0
Mnist/data_gen/52.jpg,7
Mnist/data_gen/53.jpg,4
Mnist/data_gen/54.jpg,9
Mnist/data_gen/55.jpg,8
Mnist/data_gen/56.jpg,0
Mnist/data_gen/57.jpg,9
Mnist/data_gen/58.jpg,4
Mnist/data_gen/59.jpg,1
Mnist/data_gen/60.jpg,4
Mnist/data_gen/61.jpg,4
Mnist/data_gen/62.jpg,6
Mnist/data_gen/63.jpg,0
Mnist/data_gen/64.jpg,4
Mnist/data_gen/65.jpg,5
Mnist/data_gen/66.jpg,6
Mnist/data_gen/67.jpg,1
Mnist/data_gen/68.jpg,0
Mnist/data_gen/69.jpg,0
Mnist/data_gen/70.jpg,1
Mnist/data_gen/71.jpg,7
Mnist/data_gen/72.jpg,1
Mnist/data_gen/73.jpg,6
Mnist/data_gen/74.jpg,3
Mnist/data_gen/75.jpg,0
Mnist/data_gen/76.jpg,2
Mnist/data_gen/77.jpg,1
Mnist/data_gen/78.jpg,1
Mnist/data_gen/79.jpg,7
Mnist/data_gen/80.jpg,9
Mnist/data_gen/81.jpg,0
Mnist/data_gen/82.jpg,2
Mnist/data_gen/83.jpg,6
Mnist/data_gen/84.jpg,7
Mnist/data_gen/85.jpg,8
Mnist/data_gen/86.jpg,3
Mnist/data_gen/87.jpg,9
Mnist/data_gen/88.jpg,0
Mnist/data_gen/89.jpg,4
Mnist/data_gen/90.jpg,6
Mnist/data_gen/91.jpg,7
Mnist/data_gen/92.jpg,4
Mnist/data_gen/93.jpg,6
Mnist/data_gen/94.jpg,8
Mnist/data_gen/95.jpg,0
Mnist/data_gen/96.jpg,7
Mnist/data_gen/97.jpg,8
Mnist/data_gen/98.jpg,3
Mnist/data_gen/99.jpg,1
Mnist/data_gen/100.jpg,5
Mnist/data_gen/101.jpg,7
Mnist/data_gen/102.jpg,1
Mnist/data_gen/103.jpg,7
Mnist/data_gen/104.jpg,1
Mnist/data_gen/105.jpg,1
Mnist/data_gen/106.jpg,6
Mnist/data_gen/107.jpg,3
Mnist/data_gen/108.jpg,0
Mnist/data_gen/109.jpg,2
Mnist/data_gen/110.jpg,9
Mnist/data_gen/111.jpg,3
Mnist/data_gen/112.jpg,1
Mnist/data_gen/113.jpg,1
Mnist/data_gen/114.jpg,0
Mnist/data_gen/115.jpg,4
Mnist/data_gen/116.jpg,9
Mnist/data_gen/117.jpg,2
Mnist/data_gen/118.jpg,0
Mnist/data_gen/119.jpg,0
Mnist/data_gen/120.jpg,2
Mnist/data_gen/121.jpg,0
Mnist/data_gen/122.jpg,2
Mnist/data_gen/123.jpg,7
Mnist/data_gen/124.jpg,1
Mnist/data_gen/125.jpg,8
Mnist/data_gen/126.jpg,6
Mnist/data_gen/127.jpg,4
Mnist/data_gen/128.jpg,1
Mnist/data_gen/129.jpg,6
Mnist/data_gen/130.jpg,3
Mnist/data_gen/131.jpg,4
Mnist/data_gen/132.jpg,5
Mnist/data_gen/133.jpg,9
Mnist/data_gen/134.jpg,1
Mnist/data_gen/135.jpg,3
Mnist/data_gen/136.jpg,3
Mnist/data_gen/137.jpg,8
Mnist/data_gen/138.jpg,5
Mnist/data_gen/139.jpg,4
Mnist/data_gen/140.jpg,7
Mnist/data_gen/141.jpg,7
Mnist/data_gen/142.jpg,4
Mnist/data_gen/143.jpg,2
Mnist/data_gen/144.jpg,8
Mnist/data_gen/145.jpg,5
Mnist/data_gen/146.jpg,8
Mnist/data_gen/147.jpg,6
Mnist/data_gen/148.jpg,7
Mnist/data_gen/149.jpg,3
Mnist/data_gen/150.jpg,4
Mnist/data_gen/151.jpg,6
Mnist/data_gen/152.jpg,1
Mnist/data_gen/153.jpg,9
Mnist/data_gen/154.jpg,9
Mnist/data_gen/155.jpg,6
Mnist/data_gen/156.jpg,0
Mnist/data_gen/157.jpg,3
Mnist/data_gen/158.jpg,7
Mnist/data_gen/159.jpg,2
Mnist/data_gen/160.jpg,8
Mnist/data_gen/161.jpg,2
Mnist/data_gen/162.jpg,9
Mnist/data_gen/163.jpg,4
Mnist/data_gen/164.jpg,4
Mnist/data_gen/165.jpg,6
Mnist/data_gen/166.jpg,4
Mnist/data_gen/167.jpg,9
Mnist/data_gen/168.jpg,7
Mnist/data_gen/169.jpg,0
Mnist/data_gen/170.jpg,9
Mnist/data_gen/171.jpg,2
Mnist/data_gen/172.jpg,9
Mnist/data_gen/173.jpg,5
Mnist/data_gen/174.jpg,1
Mnist/data_gen/175.jpg,5
Mnist/data_gen/176.jpg,9
Mnist/data_gen/177.jpg,1
Mnist/data_gen/178.jpg,2
Mnist/data_gen/179.jpg,3
Mnist/data_gen/180.jpg,2
Mnist/data_gen/181.jpg,3
Mnist/data_gen/182.jpg,5
Mnist/data_gen/183.jpg,9
Mnist/data_gen/184.jpg,1
Mnist/data_gen/185.jpg,7
Mnist/data_gen/186.jpg,6
Mnist/data_gen/187.jpg,2
Mnist/data_gen/188.jpg,8
Mnist/data_gen/189.jpg,2
Mnist/data_gen/190.jpg,2
Mnist/data_gen/191.jpg,5
Mnist/data_gen/192.jpg,0
Mnist/data_gen/193.jpg,7
Mnist/data_gen/194.jpg,4
Mnist/data_gen/195.jpg,9
Mnist/data_gen/196.jpg,7
Mnist/data_gen/197.jpg,8
Mnist/data_gen/198.jpg,3
Mnist/data_gen/199.jpg,2
Mnist/data_gen/200.jpg,1
Mnist/data_gen/201.jpg,1
Mnist/data_gen/202.jpg,8
Mnist/data_gen/203.jpg,3
Mnist/data_gen/204.jpg,6
Mnist/data_gen/205.jpg,1
Mnist/data_gen/206.jpg,0
Mnist/data_gen/207.jpg,3
Mnist/data_gen/208.jpg,1
Mnist/data_gen/209.jpg,0
Mnist/data_gen/210.jpg,0
Mnist/data_gen/211.jpg,1
Mnist/data_gen/212.jpg,7
Mnist/data_gen/213.jpg,2
Mnist/data_gen/214.jpg,7
Mnist/data_gen/215.jpg,3
Mnist/data_gen/216.jpg,0
Mnist/data_gen/217.jpg,4
Mnist/data_gen/218.jpg,6
Mnist/data_gen/219.jpg,5
